feature,base_mean,permuted_mean,mean_change,prediction_change
comprehensive_score,0.1778961078664714,0.23144997719679614,0.053553869330324744,0.1963700664322811
fan_vote,0.1778961078664714,0.15867112510396156,0.019224982762509835,0.09858985795844831
fan_vote_cv,0.1778961078664714,0.16339503209262063,0.014501075773850763,0.05059227751424235
fan_weight,0.1778961078664714,0.21198449453108995,0.03408838666461855,0.048755419645449626
rank,0.1778961078664714,0.1697723771921253,0.008123730674346102,0.03530527489466096
judge_weight,0.1778961078664714,0.1970025657216771,0.019106457855205705,0.032993131758442915
total_uncertainty,0.1778961078664714,0.1780389817420635,0.0001428738755921144,0.025580973779080394
judge_score,0.1778961078664714,0.16941599894446596,0.00848010892200543,0.023943025781528883
