judge_score,fan_vote,fan_vote_cv,total_uncertainty,celebrity_age_during_season,pro_experience,is_american,industry_Athlete,industry_Comedian,industry_Model,industry_Musician,industry_Other,industry_Politician,industry_Singer,base_value,prediction
-0.072883284444479,-0.17757271729216498,0.1532293367938337,-0.013258044261406754,0.027739766014749836,-0.005930319840685774,-0.0016701502949787279,0.01182882827744221,0.0006624530317954052,0.000203962215867261,-2.123397791821613e-05,0.006067234001077501,-0.0009814206735562572,-0.002581570650048766,0.500516224134429,0.42534906303395914
-0.08466559925900415,-0.17477566904621064,0.11337291489905654,0.049567776259841725,-0.006796931877472005,-0.02296877617205199,-0.002221658397098088,-0.00942817868541179,0.00016147182230382448,0.00044454632562810134,1.5430189648128276e-05,0.003042935924947894,-0.0005295001443785648,-0.00936997702128714,0.500516224134429,0.35636500895294454
-0.10028714410215732,-0.20228181811744014,0.11872795655145041,-0.00061959034923298,0.015310330422185416,-0.024854811957124197,-0.000907002993489663,-0.007090999419227176,0.0004246674661956827,-9.595803385864477e-05,-1.700834357804418e-05,0.004000110921587203,-0.0008359900145277268,-0.003895770635065603,0.500516224134429,0.29809319553014985
-0.07474668365482266,-0.19846907562943544,0.09025537338331162,-0.08415800581467103,-0.03944870851486283,-0.012116371390997522,-0.0020971230773133656,-0.016414427265329434,0.0002514151903090829,-0.0005356157927971538,-2.1364920387625984e-05,0.0029429576735890903,-0.0008602553915544951,0.0002329875978718084,0.500516224134429,0.16533132652734256
-0.11224720701077802,-0.192590851280853,0.10736627299498089,0.0198653623967727,0.021986503079932804,-0.007924498110611888,0.006451410685452949,-0.009142599739517726,0.00026151608972498693,7.9763679097834e-05,-1.3939770644770103e-05,0.0029962776020651155,-0.0006706700337166998,-0.0022192644166060312,0.500516224134429,0.33471430029973204
-0.05987092422287059,-0.19041141671691797,0.11631988452591453,0.05952603316005096,0.002472131520275026,0.004079580448449477,-0.002221360683526323,-0.009364253698384733,0.00019831429560971992,6.417066243407767e-05,1.4221650299732788e-05,-0.02317473588596952,-0.000604777452935473,-0.0011837397365249914,0.500516224134429,0.3963593520003363
-0.10574713915457044,-0.0962861808529928,0.11828251865093276,-0.01713901382780806,0.014280876861802915,-0.006702416195856554,-0.002879859603238582,0.003445312924524713,0.0007829959098941081,0.00013899443527790742,-1.5766630877228308e-05,0.0056329586031410835,-0.0013193843948791717,-0.0007891075385648205,0.500516224134429,0.41220101332121845
-0.07231870949521707,-0.1847655983274266,0.11293574690953712,0.05316205838268906,-0.008639752678087005,-0.018890111751544425,-0.0030672086102966124,-0.010205680026218099,0.00018303478051345123,0.0005035940120086882,1.83795534723623e-05,0.0038985959322395724,-0.0005493609530660671,-0.0077924344499064714,0.500516224134429,0.36498877741313085
0.000698625491428224,-0.20712792445371006,0.14057189085135166,0.009793936016796671,0.02444507387629715,-0.014912428399263513,-0.0017565229601459096,-0.005159657339568469,0.0006129308855096491,-0.000263222587530563,-5.638247193783846e-05,0.006947698530854097,-0.0007144611356982227,0.0029262744630121655,0.500516224134429,0.45652205490182834
-0.09015685226744834,-0.1910655194396221,0.09051304653576515,-0.08543353916095185,-0.04188319221311356,-0.010025187888592578,-0.0015709442599381159,-0.012854651701918698,0.0001686676762055156,-0.000635294641243619,-3.3428811142830833e-05,0.0008201084463029478,-0.0008955068013499005,-0.0011915319328913117,0.500516224134429,0.15627239767449314
-0.03596177779496644,-0.215534331721158,0.11985945176847754,0.02997721418677673,0.021141445365927283,0.007546119236853657,0.015800088702502532,-0.008806296912774712,0.0004306068758992102,0.0008026154854791032,1.6191268947860612e-06,0.004174930244466534,-0.0008589191194940794,-0.0013439375550513219,0.500516224134429,0.4377450520242657
